accion,threads,tiempo
Máximo,23,0.1114900
Máximo,23,0.1223800
Máximo,23,0.1076600
Máximo,23,0.1214600
Máximo,23,0.1031800
Máximo,23,0.1429900
Máximo,23,0.1161800
Máximo,23,0.1224700
Máximo,23,0.1060600
Máximo,23,0.1243200
Máximo,23,0.1030900
Máximo,23,0.1372000
Máximo,24,0.1229900
Máximo,24,0.1242100
Máximo,24,0.1269100
Máximo,24,0.1357900
Máximo,24,0.1275300
Máximo,24,0.1391800
Máximo,24,0.1281900
Máximo,24,0.1396700
Máximo,24,0.1297200
Máximo,24,0.1272900
Máximo,24,0.1348500
Máximo,24,0.1348800
Máximo,24,0.1344500
Máximo,24,0.1289500
Máximo,24,0.1358300
Máximo,24,0.1427400
Máximo,24,0.1284400
Máximo,24,0.1296900
Máximo,24,0.1258700
Máximo,24,0.1377900
Máximo,24,0.1308100
Máximo,24,0.1293000
Máximo,24,0.1299600
Máximo,24,0.1629700
Máximo,24,0.1293300
Máximo,24,0.1386000
Máximo,24,0.1306700
Máximo,24,0.1291100
Máximo,24,0.1349800
Máximo,24,0.1292200
Máximo,24,0.1481200
Máximo,24,0.1290000
Máximo,24,0.2317600
Máximo,24,0.1319500
Máximo,24,0.1319000
Máximo,24,0.1454000
Máximo,24,0.1270000
Máximo,24,0.1381500
Máximo,24,0.1264800
Máximo,24,0.1234500
Máximo,24,0.1328700
Máximo,24,0.1340100
Máximo,24,0.1265600
Máximo,24,0.1276900
Máximo,24,0.1288400
Máximo,24,0.1244400
Máximo,24,0.1271600
Máximo,24,0.1217400
Máximo,24,0.1278200
Máximo,24,0.1265600
Máximo,24,0.1251700
Máximo,24,0.1267200
Máximo,24,0.1352800
Máximo,24,0.1266100
Máximo,24,0.1255600
Máximo,24,0.1325600
Máximo,24,0.1321700
Máximo,24,0.1240500
Máximo,24,0.1257900
Máximo,24,0.1251600
Máximo,24,0.1273600
Máximo,24,0.1509800
Máximo,24,0.1292300
Máximo,24,0.1279600
Máximo,24,0.1275400
Máximo,24,0.1279600
Máximo,24,0.1386100
Máximo,24,0.1299800
Máximo,24,0.1331700
Máximo,24,0.1290600
Máximo,24,0.1249400
Máximo,24,0.1472600
Máximo,24,0.1281500
Máximo,24,0.1250800
Máximo,24,0.1300500
Máximo,24,0.1292200
Máximo,24,0.1435100
Máximo,24,0.1478600
Máximo,24,0.1312400
Máximo,24,0.1258400
Máximo,24,0.1286000
Máximo,24,0.1376000
Máximo,24,0.1292400
Máximo,24,0.1271300
Máximo,24,0.1234700
Máximo,24,0.1281800
Máximo,24,0.1266700
Máximo,24,0.1326700
Máximo,24,0.1306000
Máximo,24,0.1289300
Máximo,24,0.1313900
Máximo,24,0.1297500
Máximo,24,0.1261800
Máximo,24,0.1266200
Máximo,24,0.1225300
Máximo,24,0.1259300
Máximo,24,0.1286100
Máximo,24,0.1229900
Máximo,24,0.1274000
Máximo,24,0.1232500
Máximo,25,0.1439000
Máximo,25,0.1307300
Máximo,25,0.1294500
Máximo,25,0.1331900
Máximo,25,0.1306100
Máximo,25,0.1320000
Máximo,25,0.1308300
Máximo,25,0.1281300
Máximo,25,0.1295700
Máximo,25,0.1260700
Máximo,25,0.1442500
Máximo,25,0.1293600
Máximo,25,0.1295500
Máximo,25,0.1326700
Máximo,25,0.1324600
Máximo,25,0.1303900
Máximo,25,0.1330000
Máximo,25,0.1292300
Máximo,25,0.1305400
Máximo,25,0.1323700
Máximo,25,0.1316900
Máximo,25,0.1378800
Máximo,25,0.1313300
Máximo,25,0.1289200
Máximo,25,0.1348600
Máximo,25,0.1320800
Máximo,25,0.1335700
Máximo,25,0.1357800
Máximo,25,0.1426500
Máximo,25,0.1344200
Máximo,25,0.1341400
Máximo,25,0.1288900
Máximo,25,0.1282700
Máximo,25,0.1312500
Máximo,25,0.1304100
Máximo,25,0.1309300
Máximo,25,0.1344900
Máximo,25,0.1541500
Máximo,25,0.1333600
Máximo,25,0.1309500
Máximo,25,0.1298800
Máximo,25,0.1350800
Máximo,25,0.1354200
Máximo,25,0.1343100
Máximo,25,0.1317400
Máximo,25,0.1298600
Máximo,25,0.1267200
Máximo,25,0.1294300
Máximo,25,0.1786700
Máximo,25,0.1985700
Máximo,25,0.1595900
Máximo,25,0.1518800
Máximo,25,0.1672200
Máximo,25,0.1565700
Máximo,25,0.1391700
Máximo,25,0.1449100
Máximo,25,0.1602900
Máximo,25,0.1340500
Máximo,25,0.1312000
Máximo,25,0.1328000
Máximo,25,0.1463500
Máximo,25,0.1797100
Máximo,25,0.1986800
Máximo,25,0.1696400
Máximo,25,0.1825700
Máximo,25,0.1870200
Máximo,25,0.2550500
Máximo,25,0.2727900
Máximo,25,0.1763300
Máximo,25,0.1834500
Máximo,25,0.1696100
Máximo,25,0.1490900
Máximo,25,0.1587700
Máximo,25,0.1458800
Máximo,25,0.1635400
Máximo,25,0.1805700
Máximo,25,0.3181700
Máximo,25,0.1997700
Máximo,25,0.1783500
Máximo,25,0.1818900
Máximo,25,0.1660300
Máximo,25,0.2040900
Máximo,25,0.1587100
Máximo,25,0.1545800
Máximo,25,0.1525200
Máximo,25,0.1508600
Máximo,25,0.1830100
Máximo,25,0.1562200
Máximo,25,0.1388900
Máximo,25,0.1439900
Máximo,25,0.1762600
Máximo,25,0.1513700
Máximo,25,0.1631900
Máximo,25,0.1391200
Máximo,25,0.1447900
Máximo,25,0.1624300
Máximo,25,0.1755800
Máximo,25,0.1629700
Máximo,25,0.1620600
Máximo,25,0.1613900
Máximo,26,0.1656600
Máximo,26,0.1874700
Máximo,26,0.1887400
Máximo,26,0.1982100
Máximo,26,0.2209100
Máximo,26,0.1497300
Máximo,26,0.1455000
Máximo,26,0.1412600
Máximo,26,0.1292900
Máximo,26,0.1520800
Máximo,26,0.1419100
Máximo,26,0.1343200
Máximo,26,0.1357300
Máximo,26,0.1362900
Máximo,26,0.1394100
Máximo,26,0.1398000
Máximo,26,0.1381400
Máximo,26,0.1407100
Máximo,26,0.1374500
Máximo,26,0.1331300
Máximo,26,0.1450000
Máximo,26,0.1376100
Máximo,26,0.1374600
Máximo,26,0.1356100
Máximo,26,0.1359700
Máximo,26,0.1432100
Máximo,26,0.1357200
Máximo,26,0.1372900
Máximo,26,0.1367500
Máximo,26,0.1507300
Máximo,26,0.1497900
Máximo,26,0.1350900
Máximo,26,0.1342900
Máximo,26,0.1402900
Máximo,26,0.1434100
Máximo,26,0.1549700
Máximo,26,0.1378300
Máximo,26,0.1386900
Máximo,26,0.1336800
Máximo,26,0.1437300
Máximo,26,0.1402900
Máximo,26,0.1363500
Máximo,26,0.1345000
Máximo,26,0.1357000
Máximo,26,0.1369200
Máximo,26,0.1571100
Máximo,26,0.1381700
Máximo,26,0.1338400
Máximo,26,0.1347600
Máximo,26,0.1349400
Máximo,26,0.1554900
Máximo,26,0.1349300
Máximo,26,0.1373400
Máximo,26,0.1347500
Máximo,26,0.1462000
Máximo,26,0.1597800
Máximo,26,0.1388200
Máximo,26,0.1333800
Máximo,26,0.1468800
Máximo,26,0.1447600
Máximo,26,0.1610700
Máximo,26,0.1515400
Máximo,26,0.1404100
Máximo,26,0.1365600
Máximo,26,0.1582000
Máximo,26,0.1239400
Máximo,26,0.1322200
Máximo,26,0.1282000
Máximo,26,0.1434200
Máximo,26,0.1507400
Máximo,26,0.1447600
Máximo,26,0.1387700
Máximo,26,0.1570000
Máximo,26,0.1410500
Máximo,26,0.1503100
Máximo,26,0.1468000
Máximo,26,0.1465200
Máximo,26,0.1387800
Máximo,26,0.1399800
Máximo,26,0.1722500
Máximo,26,0.1381500
Máximo,26,0.1501900
Máximo,26,0.3606300
Máximo,26,0.1460800
Máximo,26,0.1433700
Máximo,26,0.1625000
Máximo,26,0.1373200
Máximo,26,0.1375000
Máximo,26,0.1400500
Máximo,26,0.1346700
Máximo,26,0.1671100
Máximo,26,0.1410800
Máximo,26,0.1518200
Máximo,26,0.1387200
Máximo,26,0.2057100
Máximo,26,0.1577700
Máximo,26,0.1404600
Máximo,26,0.1348800
Máximo,26,0.1338600
Máximo,26,0.1486900
